sample_id,pcap_file,traffic_class,mode,ike_version,ike_proposal,esp_proposal,cipher,integrity,dh_group,pfs,ip_version,nat_t,nat_t_forced,actual_nat_present,peer_auth,capture_duration_s,outer_left,outer_right,traffic_generator,sha256,original_label,canonical_label,dataset_role,profile_id,run_id,capture_timestamp_utc,configured_capture_duration_s,observed_packet_span_s,packet_count,captured_bytes,capture_interface,link_type,generator_parameters,strongswan_version,kernel_version,tcpdump_version,is_anomaly,anomaly_type
email_p01_R02,pcaps/known/email/email_p01_R02.pcap,email,tunnel,IKEv2,aes128-sha256-modp2048,aes128-sha256,AES-128-CBC,HMAC-SHA256,14-MODP2048,off,IPv4,off,no,no,PSK,45,172.30.0.2,172.30.0.3,smtp-message-transfer,4196c2e217444583a1322907f551f815a880dfc0babdce351ec4644bfb518b5c,email,email,train_known,P01,R02,2026-08-30T05:56:38.401758+00:00,45,12.682746,5391,6105358,host-veth,1,"{""duration_s"": 45, ""message_count"": 35, ""seed"": 69455}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
email_p02_R01,pcaps/known/email/email_p02_R01.pcap,email,tunnel,IKEv2,aes256gcm16-prfsha256-ecp256,aes256gcm16,AES-256-GCM-16,AEAD-GCM-128-bit-ICV,19-ECP256,off,IPv4,on,yes,no,PSK,45,172.30.0.2,172.30.0.3,smtp-message-transfer,4d08dbd698dc9b02ccb5b78e0eade0820d491a451101d4d76a6f865ca7f754df,email,email,train_known,P02,R01,2026-08-30T05:57:20.838124+00:00,45,9.753577,2777,2956054,host-veth,1,"{""duration_s"": 45, ""message_count"": 24, ""seed"": 69599}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
email_p02_R02,pcaps/known/email/email_p02_R02.pcap,email,tunnel,IKEv2,aes256gcm16-prfsha256-ecp256,aes256gcm16,AES-256-GCM-16,AEAD-GCM-128-bit-ICV,19-ECP256,off,IPv4,on,yes,no,PSK,45,172.30.0.2,172.30.0.3,smtp-message-transfer,301ecd7fedcea9e89b7848db660bf6a1c89d870b22318131b4a8fadde0c807e7,email,email,train_known,P02,R02,2026-08-30T05:58:06.998357+00:00,45,13.45167,7075,7977282,host-veth,1,"{""duration_s"": 45, ""message_count"": 36, ""seed"": 69642}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
email_p03_R01,pcaps/known/email/email_p03_R01.pcap,email,tunnel,IKEv1,aes256-sha256-modp2048,aes256-sha256-modp2048,AES-256-CBC,HMAC-SHA256,14-MODP2048,on,IPv4,off,no,no,PSK,45,172.30.0.2,172.30.0.3,smtp-message-transfer,2347db86da5a0eb6dc720a7ab1a727976e11556ffbf92e876f2ad7cf1ae4e668,email,email,train_known,P03,R01,2026-08-30T05:58:50.295277+00:00,45,10.655584,3889,4317426,host-veth,1,"{""duration_s"": 45, ""message_count"": 27, ""seed"": 69788}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
email_p03_R02,pcaps/known/email/email_p03_R02.pcap,email,tunnel,IKEv1,aes256-sha256-modp2048,aes256-sha256-modp2048,AES-256-CBC,HMAC-SHA256,14-MODP2048,on,IPv4,off,no,no,PSK,45,172.30.0.2,172.30.0.3,smtp-message-transfer,3baf28d06aeaeccf2a50d3dfbe7ad93a7aa08f44aa1b79d86a9277b8861d85f2,email,email,train_known,P03,R02,2026-08-30T05:59:39.116465+00:00,45,16.454613,5288,5790312,host-veth,1,"{""duration_s"": 45, ""message_count"": 40, ""seed"": 69832}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
email_p04_R01,pcaps/known/email/email_p04_R01.pcap,email,transport,IKEv1,aes128-sha256-modp3072,aes128-sha256-modp3072,AES-128-CBC,HMAC-SHA256,15-MODP3072,on,IPv4,on,yes,no,PSK,45,172.30.0.2,172.30.0.3,smtp-message-transfer,e91be4f5ac8c08a56d47e281c2e8ee8c2f3c0ecaefb2877a75b7fe0d68b1d11c,email,email,train_known,P04,R01,2026-08-30T06:00:24.828606+00:00,45,13.026151,5094,5773380,host-veth,1,"{""duration_s"": 45, ""message_count"": 33, ""seed"": 69980}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
email_p04_R02,pcaps/known/email/email_p04_R02.pcap,email,transport,IKEv1,aes128-sha256-modp3072,aes128-sha256-modp3072,AES-128-CBC,HMAC-SHA256,15-MODP3072,on,IPv4,on,yes,no,PSK,45,172.30.0.2,172.30.0.3,smtp-message-transfer,a93514bd13b98a1691fd89ea1dbd9bfe60b78e8c7521b3133e7d3f9e454b0fef,email,email,train_known,P04,R02,2026-08-30T06:01:16.379397+00:00,45,18.907607,7258,7818924,host-veth,1,"{""duration_s"": 45, ""message_count"": 48, ""seed"": 70026}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
email_p05_R01,pcaps/known/email/email_p05_R01.pcap,email,tunnel,IKEv2,aes256-sha384-ecp384,aes256-sha384,AES-256-CBC,HMAC-SHA384,20-ECP384,off,IPv6,off,no,no,PSK,45,fd00:30::2,fd00:30::3,smtp-message-transfer,3b0fac0374b1921df8b7b9eb615c40d72cbe2238ab19eadaef7e93c3a820fd24,email,email,train_known,P05,R01,2026-08-30T06:08:11.307170+00:00,45,13.909127,4634,4854676,host-veth,1,"{""duration_s"": 45, ""message_count"": 32, ""seed"": 70568}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
email_p05_R02,pcaps/known/email/email_p05_R02.pcap,email,tunnel,IKEv2,aes256-sha384-ecp384,aes256-sha384,AES-256-CBC,HMAC-SHA384,20-ECP384,off,IPv6,off,no,no,PSK,45,fd00:30::2,fd00:30::3,smtp-message-transfer,2b030f3cead85fb9b084cf0870079b2cb6113165d714f5c818464e11eeb81bf5,email,email,train_known,P05,R02,2026-08-30T06:08:53.009972+00:00,45,9.312403,2997,3097782,host-veth,1,"{""duration_s"": 45, ""message_count"": 26, ""seed"": 70593}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
messaging_p01_R01,pcaps/known/messaging/messaging_p01_R01.pcap,messaging,tunnel,IKEv2,aes128-sha256-modp2048,aes128-sha256,AES-128-CBC,HMAC-SHA256,14-MODP2048,off,IPv4,off,no,no,PSK,83,172.30.0.2,172.30.0.3,bidirectional-websocket-chat,6e5d18c1f2615b4a48cacc4a5e6c694d627ead97e9be9324c9b55baa1f62078a,messaging,messaging,train_known,P01,R01,2026-08-30T06:10:49.707504+00:00,83,84.570411,764,273792,host-veth,1,"{""duration_s"": 83, ""message_count"": 185, ""seed"": 70234}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
messaging_p01_R02,pcaps/known/messaging/messaging_p01_R02.pcap,messaging,tunnel,IKEv2,aes128-sha256-modp2048,aes128-sha256,AES-128-CBC,HMAC-SHA256,14-MODP2048,off,IPv4,off,no,no,PSK,62,172.30.0.2,172.30.0.3,bidirectional-websocket-chat,93bd724e309defc507b060e21de8ff2305adc60f75dc0738670d7fcd412484f8,messaging,messaging,train_known,P01,R02,2026-08-30T06:12:23.159530+00:00,62,61.286078,373,95402,host-veth,1,"{""duration_s"": 62, ""message_count"": 101, ""seed"": 70351}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
messaging_p02_R01,pcaps/known/messaging/messaging_p02_R01.pcap,messaging,tunnel,IKEv2,aes256gcm16-prfsha256-ecp256,aes256gcm16,AES-256-GCM-16,AEAD-GCM-128-bit-ICV,19-ECP256,off,IPv4,on,yes,no,PSK,71,172.30.0.2,172.30.0.3,bidirectional-websocket-chat,7e6182ec5da3f897f2f63f3909ab85e5e8ed482dc4558d815de654d1be9552bd,messaging,messaging,train_known,P02,R01,2026-08-30T06:14:08.155346+00:00,71,72.945485,1034,269420,host-veth,1,"{""duration_s"": 71, ""message_count"": 294, ""seed"": 70544}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
messaging_p02_R02,pcaps/known/messaging/messaging_p02_R02.pcap,messaging,tunnel,IKEv2,aes256gcm16-prfsha256-ecp256,aes256gcm16,AES-256-GCM-16,AEAD-GCM-128-bit-ICV,19-ECP256,off,IPv4,on,yes,no,PSK,85,172.30.0.2,172.30.0.3,bidirectional-websocket-chat,795697a25343b7b14fdc4695033b664b047831cf2549a6bebd9ef1a22b98a2fd,messaging,messaging,train_known,P02,R02,2026-08-30T06:16:07.396030+00:00,85,87.117685,752,220628,host-veth,1,"{""duration_s"": 85, ""message_count"": 199, ""seed"": 70650}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
messaging_p03_R01,pcaps/known/messaging/messaging_p03_R01.pcap,messaging,tunnel,IKEv1,aes256-sha256-modp2048,aes256-sha256-modp2048,AES-256-CBC,HMAC-SHA256,14-MODP2048,on,IPv4,off,no,no,PSK,73,172.30.0.2,172.30.0.3,bidirectional-websocket-chat,0d772f78d89bf5bfee1a9941189e418117812da185622670cad932bdf52165c0,messaging,messaging,train_known,P03,R01,2026-08-30T06:17:52.576114+00:00,73,73.025398,798,237156,host-veth,1,"{""duration_s"": 73, ""message_count"": 216, ""seed"": 70868}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
messaging_p03_R02,pcaps/known/messaging/messaging_p03_R02.pcap,messaging,tunnel,IKEv1,aes256-sha256-modp2048,aes256-sha256-modp2048,AES-256-CBC,HMAC-SHA256,14-MODP2048,on,IPv4,off,no,no,PSK,87,172.30.0.2,172.30.0.3,bidirectional-websocket-chat,5dc6de3d4e929e4285a7a343be2876569f817294809a43f8d5a82fde45e5085a,messaging,messaging,train_known,P03,R02,2026-08-30T06:19:51.741057+00:00,87,87.084853,452,120944,host-veth,1,"{""duration_s"": 87, ""message_count"": 121, ""seed"": 70974}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
messaging_p04_R01,pcaps/known/messaging/messaging_p04_R01.pcap,messaging,transport,IKEv1,aes128-sha256-modp3072,aes128-sha256-modp3072,AES-128-CBC,HMAC-SHA256,15-MODP3072,on,IPv4,on,yes,no,PSK,75,172.30.0.2,172.30.0.3,bidirectional-websocket-chat,e77bb6cf4782f526cf57a684cec1db1d66a188b139195f6e6652715adf2537fe,messaging,messaging,train_known,P04,R01,2026-08-30T06:21:37.823337+00:00,75,73.734855,506,131084,host-veth,1,"{""duration_s"": 75, ""message_count"": 138, ""seed"": 71192}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
messaging_p04_R02,pcaps/known/messaging/messaging_p04_R02.pcap,messaging,transport,IKEv1,aes128-sha256-modp3072,aes128-sha256-modp3072,AES-128-CBC,HMAC-SHA256,15-MODP3072,on,IPv4,on,yes,no,PSK,90,172.30.0.2,172.30.0.3,bidirectional-websocket-chat,160bbf1bf3ce103cb323a0d59237f26757fed9a3d08d2a60d259d95343ec2ec7,messaging,messaging,train_known,P04,R02,2026-08-30T06:23:41.686802+00:00,90,91.967419,897,249594,host-veth,1,"{""duration_s"": 90, ""message_count"": 245, ""seed"": 71299}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
messaging_p05_R01,pcaps/known/messaging/messaging_p05_R01.pcap,messaging,tunnel,IKEv2,aes256-sha384-ecp384,aes256-sha384,AES-256-CBC,HMAC-SHA384,20-ECP384,off,IPv6,off,no,no,PSK,83,fd00:30::2,fd00:30::3,bidirectional-websocket-chat,9c00712462b6d33f3ed9d64ac78b3c956b60d7c8b60771e7254c33acbcbbc8df,messaging,messaging,train_known,P05,R01,2026-08-30T06:25:36.486341+00:00,83,82.622786,925,268374,host-veth,1,"{""duration_s"": 83, ""message_count"": 267, ""seed"": 71522}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
messaging_p05_R02,pcaps/known/messaging/messaging_p05_R02.pcap,messaging,tunnel,IKEv2,aes256-sha384-ecp384,aes256-sha384,AES-256-CBC,HMAC-SHA384,20-ECP384,off,IPv6,off,no,no,PSK,61,fd00:30::2,fd00:30::3,bidirectional-websocket-chat,2b6f4c50ff45ca3696028c371eb9bb1f45d0b952738c7206169c039c3ddce2e7,messaging,messaging,train_known,P05,R02,2026-08-30T06:27:10.872850+00:00,61,62.264697,776,336760,host-veth,1,"{""duration_s"": 61, ""message_count"": 182, ""seed"": 71638}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
voip_p01_R01,pcaps/known/voip/voip_p01_R01.pcap,voip,tunnel,IKEv2,aes128-sha256-modp2048,aes128-sha256,AES-128-CBC,HMAC-SHA256,14-MODP2048,off,IPv4,off,no,no,PSK,52,172.30.0.2,172.30.0.3,rtp-audio-call,fba8dc56bef3fb6c6fc2254fafa3cab85cc4acf65f3be03ed7e9d795e0c024d3,voip,voip,train_known,P01,R01,2026-08-30T06:28:34.400380+00:00,52,52.419512,929,1001986,host-veth,1,"{""codec"": ""pcm_mulaw"", ""duration_s"": 52, ""packetization"": ""rtp"", ""sample_rate_hz"": 8000, ""seed"": 71331}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
voip_p01_R02,pcaps/known/voip/voip_p01_R02.pcap,voip,tunnel,IKEv2,aes128-sha256-modp2048,aes128-sha256,AES-128-CBC,HMAC-SHA256,14-MODP2048,off,IPv4,off,no,no,PSK,76,172.30.0.2,172.30.0.3,rtp-audio-call,39f64860f8841357a0d11ef6b59cb55f25ccc1af585772dcef0dc2bcc5cd40a7,voip,voip,train_known,P01,R02,2026-08-30T06:30:22.049716+00:00,76,76.394933,1359,1471566,host-veth,1,"{""codec"": ""pcm_mulaw"", ""duration_s"": 76, ""packetization"": ""rtp"", ""sample_rate_hz"": 8000, ""seed"": 71416}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
voip_p02_R01,pcaps/known/voip/voip_p02_R01.pcap,voip,tunnel,IKEv2,aes256gcm16-prfsha256-ecp256,aes256gcm16,AES-256-GCM-16,AEAD-GCM-128-bit-ICV,19-ECP256,off,IPv4,on,yes,no,PSK,39,172.30.0.2,172.30.0.3,rtp-audio-call,63da72189e7b9596bd309e17f143a72f0f687ded233cdbd24e805ff76705bf03,voip,voip,train_known,P02,R01,2026-08-30T06:31:32.511077+00:00,39,39.376485,693,744770,host-veth,1,"{""codec"": ""pcm_mulaw"", ""duration_s"": 39, ""packetization"": ""rtp"", ""sample_rate_hz"": 8000, ""seed"": 71623}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
voip_p02_R02,pcaps/known/voip/voip_p02_R02.pcap,voip,tunnel,IKEv2,aes256gcm16-prfsha256-ecp256,aes256gcm16,AES-256-GCM-16,AEAD-GCM-128-bit-ICV,19-ECP256,off,IPv4,on,yes,no,PSK,49,172.30.0.2,172.30.0.3,rtp-audio-call,d8ef1b50b2f56518384120b969ad44b3f64870bf68fba4b355585b893a58f01a,voip,voip,train_known,P02,R02,2026-08-30T06:32:52.909927+00:00,49,49.376562,873,939674,host-veth,1,"{""codec"": ""pcm_mulaw"", ""duration_s"": 49, ""packetization"": ""rtp"", ""sample_rate_hz"": 8000, ""seed"": 71694}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
voip_p03_R01,pcaps/known/voip/voip_p03_R01.pcap,voip,tunnel,IKEv1,aes256-sha256-modp2048,aes256-sha256-modp2048,AES-256-CBC,HMAC-SHA256,14-MODP2048,on,IPv4,off,no,no,PSK,46,172.30.0.2,172.30.0.3,rtp-audio-call,7375a0be40867aca12b258fb631055e954acb8a88e3fb26bd796fdc48724d6e9,voip,voip,train_known,P03,R01,2026-08-30T06:34:10.498840+00:00,46,46.42157,819,885206,host-veth,1,"{""codec"": ""pcm_mulaw"", ""duration_s"": 46, ""packetization"": ""rtp"", ""sample_rate_hz"": 8000, ""seed"": 71874}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
voip_p03_R02,pcaps/known/voip/voip_p03_R02.pcap,voip,tunnel,IKEv1,aes256-sha256-modp2048,aes256-sha256-modp2048,AES-256-CBC,HMAC-SHA256,14-MODP2048,on,IPv4,off,no,no,PSK,63,172.30.0.2,172.30.0.3,rtp-audio-call,5f010abdf7d48eb13d1dfd1e0a7f6a2884743cfca260ac0cc588e2818c53dea3,voip,voip,train_known,P03,R02,2026-08-30T06:35:45.000579+00:00,63,63.533867,1129,1219186,host-veth,1,"{""codec"": ""pcm_mulaw"", ""duration_s"": 63, ""packetization"": ""rtp"", ""sample_rate_hz"": 8000, ""seed"": 71952}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
voip_p04_R01,pcaps/known/voip/voip_p04_R01.pcap,voip,transport,IKEv1,aes128-sha256-modp3072,aes128-sha256-modp3072,AES-128-CBC,HMAC-SHA256,15-MODP3072,on,IPv4,on,yes,no,PSK,74,172.30.0.2,172.30.0.3,rtp-audio-call,8436624329afe5807b02fd4f47f558e3210a37faae174c2520dc728ac6c24947,voip,voip,train_known,P04,R01,2026-08-30T06:37:30.846637+00:00,74,74.461199,1325,1419794,host-veth,1,"{""codec"": ""pcm_mulaw"", ""duration_s"": 74, ""packetization"": ""rtp"", ""sample_rate_hz"": 8000, ""seed"": 72146}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
voip_p04_R02,pcaps/known/voip/voip_p04_R02.pcap,voip,transport,IKEv1,aes128-sha256-modp3072,aes128-sha256-modp3072,AES-128-CBC,HMAC-SHA256,15-MODP3072,on,IPv4,on,yes,no,PSK,58,172.30.0.2,172.30.0.3,rtp-audio-call,015cb0816e09aefaabf57211cd16008b993f5815a5001c39b79afc499fabe75c,voip,voip,train_known,P04,R02,2026-08-30T06:39:00.707247+00:00,58,58.458403,1037,1109362,host-veth,1,"{""codec"": ""pcm_mulaw"", ""duration_s"": 58, ""packetization"": ""rtp"", ""sample_rate_hz"": 8000, ""seed"": 72252}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
voip_p05_R01,pcaps/known/voip/voip_p05_R01.pcap,voip,tunnel,IKEv2,aes256-sha384-ecp384,aes256-sha384,AES-256-CBC,HMAC-SHA384,20-ECP384,off,IPv6,off,no,no,PSK,64,fd00:30::2,fd00:30::3,rtp-audio-call,7b768c402f8123547bf2143e4d2d6f191d4f1a6ff11eb01e0815f536888da6f4,voip,voip,train_known,P05,R01,2026-08-30T06:40:36.429899+00:00,64,64.359213,2024,2439144,host-veth,1,"{""codec"": ""pcm_mulaw"", ""duration_s"": 64, ""packetization"": ""rtp"", ""sample_rate_hz"": 8000, ""seed"": 72441}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
voip_p05_R02,pcaps/known/voip/voip_p05_R02.pcap,voip,tunnel,IKEv2,aes256-sha384-ecp384,aes256-sha384,AES-256-CBC,HMAC-SHA384,20-ECP384,off,IPv6,off,no,no,PSK,39,fd00:30::2,fd00:30::3,rtp-audio-call,b094ccb7c6c92723f6d9b3d9a4ad8e52a86b6bb19603ee9cf06a979202e2ae14,voip,voip,train_known,P05,R02,2026-08-30T06:41:46.999895+00:00,39,39.402277,1224,1474024,host-veth,1,"{""codec"": ""pcm_mulaw"", ""duration_s"": 39, ""packetization"": ""rtp"", ""sample_rate_hz"": 8000, ""seed"": 72538}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
dns_p01,pcaps/ood/dns_p01.pcap,dns,tunnel,IKEv2,aes128-sha256-modp2048,aes128-sha256,AES-128-CBC,HMAC-SHA256,14-MODP2048,off,IPv4,off,no,no,PSK,10,172.30.0.2,172.30.0.3,dns,2f918df439e09848fc17e89faf1e192e44c8788a61a1535a454f8e8470e07b6d,dns,IGNORE,ood_eval,P01,,2026-08-30T06:42:31.016189+00:00,10,14.104593,49,6610,host-veth,1,"{""duration_s"": 10, ""isolated_lab"": true}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
dns_p02,pcaps/ood/dns_p02.pcap,dns,tunnel,IKEv2,aes256gcm16-prfsha256-ecp256,aes256gcm16,AES-256-GCM-16,AEAD-GCM-128-bit-ICV,19-ECP256,off,IPv4,on,yes,no,PSK,10,172.30.0.2,172.30.0.3,dns,272578850fbaaaceca1a101cad5fcf1dd7405ca4ebd2a3dc00b6e0d287142f35,dns,IGNORE,ood_eval,P02,,2026-08-30T06:43:14.894087+00:00,10,13.10777,49,6534,host-veth,1,"{""duration_s"": 10, ""isolated_lab"": true}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
ssh_p03,pcaps/ood/ssh_p03.pcap,interactive_ssh,tunnel,IKEv1,aes256-sha256-modp2048,aes256-sha256-modp2048,AES-256-CBC,HMAC-SHA256,14-MODP2048,on,IPv4,off,no,no,PSK,10,172.30.0.2,172.30.0.3,interactive_ssh,9129840b45bbe5a790445a2b5bcbd420f3a0343d2187e9e7573512bb7b73d1da,interactive_ssh,IGNORE,ood_eval,P03,,2026-08-30T06:43:52.389237+00:00,10,7.709652,100,14624,host-veth,1,"{""duration_s"": 10, ""isolated_lab"": true}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
gaming_udp_p04,pcaps/ood/gaming_udp_p04.pcap,gaming_udp,transport,IKEv1,aes128-sha256-modp3072,aes128-sha256-modp3072,AES-128-CBC,HMAC-SHA256,15-MODP3072,on,IPv4,on,yes,no,PSK,10,172.30.0.2,172.30.0.3,gaming_udp,0029174c3f7bcd3b6d0e97e8776c287f8ec0a1fb820d8f9667b0149c1259f1a2,gaming_udp,IGNORE,ood_eval,P04,,2026-08-30T06:45:38.598326+00:00,10,76.43977,232,69928,host-veth,1,"{""duration_s"": 10, ""isolated_lab"": true}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
icmp_flood_p01,pcaps/anomaly/icmp_flood_p01.pcap,icmp,tunnel,IKEv2,aes128-sha256-modp2048,aes128-sha256,AES-128-CBC,HMAC-SHA256,14-MODP2048,off,IPv4,off,no,no,PSK,10,172.30.0.2,172.30.0.3,icmp,0f6feab9b4384a9c6971c1f89f65c8129b19de66213e773d658217ce5f7c5d07,icmp,icmp,anomaly_eval,P01,,2026-08-30T06:46:08.332145+00:00,10,0.035053,4000,1512024,host-veth,1,"{""duration_s"": 10, ""isolated_lab"": true}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,true,icmp_flood
udp_flood_p02,pcaps/anomaly/udp_flood_p02.pcap,unknown,tunnel,IKEv2,aes256gcm16-prfsha256-ecp256,aes256gcm16,AES-256-GCM-16,AEAD-GCM-128-bit-ICV,19-ECP256,off,IPv4,on,yes,no,PSK,10,172.30.0.2,172.30.0.3,unknown,cbdeff2cbfb73ca02dd2397b71a209cb251f2572ec63554c1b88255008df5117,unknown,IGNORE,anomaly_eval,P02,,2026-08-30T06:46:37.953383+00:00,10,0.000171,2,2160,host-veth,1,"{""duration_s"": 10, ""isolated_lab"": true}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,true,udp_flood
beacon_burst_p03,pcaps/anomaly/beacon_burst_p03.pcap,unknown,tunnel,IKEv1,aes256-sha256-modp2048,aes256-sha256-modp2048,AES-256-CBC,HMAC-SHA256,14-MODP2048,on,IPv4,off,no,no,PSK,10,172.30.0.2,172.30.0.3,unknown,5b6cf5aa003b53ae1b19ec60765b76b5f9d560c3ca7357eee47553a45d703dd8,unknown,IGNORE,anomaly_eval,P03,,2026-08-30T06:47:11.601489+00:00,10,4.0272,29,20098,host-veth,1,"{""duration_s"": 10, ""isolated_lab"": true}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,true,beacon_then_burst
ike_session_p02,pcaps/protocol_validation/ike_session_p02.pcap,protocol_session,tunnel,IKEv2,aes256gcm16-prfsha256-ecp256,aes256gcm16,AES-256-GCM-16,AEAD-GCM-128-bit-ICV,19-ECP256,off,IPv4,on,yes,no,PSK,8,172.30.0.2,172.30.0.3,ike-negotiation-and-esp,cc6f7a8309c7c55243010cdbb87576ddecf7bfcfbc71eee2e6cf718bda178485,protocol_session,IGNORE,protocol_validation,P02,,2026-08-30T06:47:50.046628+00:00,8,2.275221,10,2300,host-veth,1,"{""duration_s"": 8, ""ike_before_traffic"": true}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
ike_session_p03,pcaps/protocol_validation/ike_session_p03.pcap,protocol_session,tunnel,IKEv1,aes256-sha256-modp2048,aes256-sha256-modp2048,AES-256-CBC,HMAC-SHA256,14-MODP2048,on,IPv4,off,no,no,PSK,8,172.30.0.2,172.30.0.3,ike-negotiation-and-esp,bb11f9efb043c951123dc0b6ac252d3871f5eccf09c48f98c1dc116cf488f67f,protocol_session,IGNORE,protocol_validation,P03,,2026-08-30T06:48:20.760665+00:00,8,2.306781,15,3958,host-veth,1,"{""duration_s"": 8, ""ike_before_traffic"": true}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
ike_session_p04,pcaps/protocol_validation/ike_session_p04.pcap,protocol_session,transport,IKEv1,aes128-sha256-modp3072,aes128-sha256-modp3072,AES-128-CBC,HMAC-SHA256,15-MODP3072,on,IPv4,on,yes,no,PSK,8,172.30.0.2,172.30.0.3,ike-negotiation-and-esp,426bf9cdf9641c9ecd200c0c1ac4729ccfe6231395cad27e54186a4e9eb95ff6,protocol_session,IGNORE,protocol_validation,P04,,2026-08-30T06:48:51.362756+00:00,8,2.290625,15,4490,host-veth,1,"{""duration_s"": 8, ""ike_before_traffic"": true}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
ike_session_p05,pcaps/protocol_validation/ike_session_p05.pcap,protocol_session,tunnel,IKEv2,aes256-sha384-ecp384,aes256-sha384,AES-256-CBC,HMAC-SHA384,20-ECP384,off,IPv6,off,no,no,PSK,8,fd00:30::2,fd00:30::3,ike-negotiation-and-esp,7a147ceadcd1bb2f760b5d8a10e0c24552263c18527b19631c29f0d23c27c070,protocol_session,IGNORE,protocol_validation,P05,,2026-08-30T06:49:22.131264+00:00,8,2.277298,10,2956,host-veth,1,"{""duration_s"": 8, ""ike_before_traffic"": true}",Linux strongSwan U5.9.13/K7.0.0-30-generic,7.0.0-30-generic,tcpdump version 4.99.4,false,none
